SETTLEMENTDATE,actual,Naive Baseline,ARIMA,SARIMA,Holt-Winters,XGBoost,XGBoost + Temp,temp_max
2025-12-29 17:00:00,6530.471666666667,8027.251666666666,6791.059735473683,7556.7354229700495,8991.266667500051,7386.7476,6866.783,22.0
2025-12-29 17:30:00,7066.6050000000005,8252.551666666666,6791.059735473683,7556.7354229700495,9211.031063656634,7635.475,7335.542,22.0
2025-12-29 18:00:00,7343.69,8142.474999999999,6791.059735473683,7556.7354229700495,9341.95775386713,7901.7085,7399.595,22.0
2025-12-29 18:30:00,7432.066666666667,8163.079999999999,6791.059735473683,7556.7354229700495,9478.538150234901,8047.122,7455.471,22.0
2025-12-29 19:00:00,7495.035,8275.838333333333,6791.059735473683,7556.7354229700495,9481.259508605173,7954.2275,7468.1187,22.0
2025-12-29 19:30:00,7579.751666666667,8225.868333333334,6791.059735473683,7556.7354229700495,9344.069845611804,7915.1484,7472.089,22.0
2025-12-29 20:00:00,7489.836666666667,8021.401666666668,6791.059735473683,7556.7354229700495,9112.776921596898,7737.99,7328.321,22.0
2025-12-29 20:30:00,7301.45,7803.153333333333,6791.059735473683,7556.7354229700495,8893.11165260676,7550.821,7304.234,22.0
2025-12-29 21:00:00,7202.065,7647.275000000001,6791.059735473683,7556.7354229700495,8706.661885757658,7109.121,7096.451,22.0
2025-12-29 21:30:00,7125.751666666667,7551.996666666666,6791.059735473683,7556.7354229700495,8544.803182689899,7028.0967,7039.741,22.0
2025-12-29 22:00:00,6964.661666666667,7360.56,6791.059735473683,7556.7354229700495,8311.622829366843,7037.683,7029.866,22.0
2025-12-29 22:30:00,6791.72,7287.266666666666,6791.059735473683,7556.7354229700495,8079.0783228451955,6997.8447,7061.636,22.0
2025-12-29 23:00:00,6671.8516666666665,7180.325,6791.059735473683,7556.7354229700495,7887.033409700519,6859.264,6950.884,22.0
2025-12-29 23:30:00,6553.1466666666665,7041.98,6791.059735473683,7556.7354229700495,7732.922523202186,6781.819,6737.38,22.0
2025-12-30 00:00:00,6438.606666666667,6867.933333333333,6791.059752400361,7509.7848794224155,7549.178527128306,6338.834,6334.7393,22.7
2025-12-30 00:30:00,6227.408333333333,6735.001666666667,6791.059752400361,7509.7848794224155,7386.96766711023,6063.2524,6149.007,22.7
2025-12-30 01:00:00,6083.368333333333,6610.196666666667,6791.059752400361,7509.7848794224155,7259.464111949631,5962.303,6085.9155,22.7
2025-12-30 01:30:00,5897.278333333333,6545.276666666668,6791.059752400361,7509.7848794224155,7151.617688740709,5951.612,6090.734,22.7
2025-12-30 02:00:00,5851.389999999999,6356.703333333334,6791.059752400361,7509.7848794224155,7042.169626313117,5832.592,5979.0303,22.7
2025-12-30 02:30:00,5801.075,6321.946666666667,6791.059752400361,7509.7848794224155,6929.6775770367885,5935.177,5911.792,22.7
2025-12-30 03:00:00,5796.5199999999995,6298.0233333333335,6791.059752400361,7509.7848794224155,6844.992690437548,5932.478,5889.4307,22.7
2025-12-30 03:30:00,5803.498333333333,6389.498333333333,6791.059752400361,7509.7848794224155,6789.456145399439,5927.9375,5896.3613,22.7
2025-12-30 04:00:00,5879.708333333333,6515.733333333334,6791.059752400361,7509.7848794224155,6793.051428954015,6026.23,6021.067,22.7
2025-12-30 04:30:00,5957.568333333334,6773.7716666666665,6791.059752400361,7509.7848794224155,6816.832957705789,6154.506,6096.711,22.7
2025-12-30 05:00:00,5911.95,6947.808333333333,6791.059752400361,7509.7848794224155,6894.927069110672,6263.699,6216.446,22.7
2025-12-30 05:30:00,5903.348333333332,7118.759999999999,6791.059752400361,7509.7848794224155,6972.483330090547,6321.6533,6338.2627,22.7
2025-12-30 06:00:00,5757.423333333333,6955.608333333334,6791.059752400361,7509.7848794224155,7045.248118170486,6163.156,6141.0806,22.7
2025-12-30 06:30:00,5577.093333333333,6739.995,6791.059752400361,7509.7848794224155,7135.532538698617,6137.281,6094.983,22.7
2025-12-30 07:00:00,5306.986666666667,6274.008333333332,6791.059752400361,7509.7848794224155,7262.3879764729445,5843.025,5895.1265,22.7
2025-12-30 07:30:00,4975.516666666666,5656.246666666666,6791.059752400361,7509.7848794224155,7421.919545491112,5786.5493,5803.716,22.7
2025-12-30 08:00:00,4527.841666666666,4989.816666666667,6791.059752400361,7509.7848794224155,7466.213458740805,5506.753,5691.666,22.7
2025-12-30 08:30:00,4163.891666666666,4490.89,6791.059752400361,7509.7848794224155,7409.687249195898,4997.14,5394.2456,22.7
2025-12-30 09:00:00,3905.161666666667,4182.178333333333,6791.059752400361,7509.7848794224155,7265.666959638402,4610.4775,5044.48,22.7
2025-12-30 09:30:00,3713.315,4100.096666666667,6791.059752400361,7509.7848794224155,7091.363754925187,4738.6704,4916.962,22.7
2025-12-30 10:00:00,3522.9500000000003,4172.155,6791.059752400361,7509.7848794224155,6929.528159536085,4478.88,4641.49,22.7
2025-12-30 10:30:00,3415.59,4105.76,6791.059752400361,7509.7848794224155,6757.973190499097,4283.64,4280.7,22.7
2025-12-30 11:00:00,3328.58,4119.155,6791.059752400361,7509.7848794224155,6694.359019384381,4036.0564,4081.2183,22.7
